Unnamed: 0,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores,first_name,gender
453,74376,https://dadosabertos.camara.leg.br/api/v2/deputados/74376,Vander Loubet,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MS,56,https://www.camara.leg.br/internet/deputado/bandep/74376.jpg,-0.1713326126337051,-0.2867008745670318,0.1032683327794075,#FF0000,Vander,Masculino
454,204505,https://dadosabertos.camara.leg.br/api/v2/deputados/204505,Vavá Martins,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PA,56,https://www.camara.leg.br/internet/deputado/bandep/204505.jpg,-0.1980074644088745,0.1653231084346771,-0.0479390621185302,#FF7F00,Vavá,Desconhecido
455,178952,https://dadosabertos.camara.leg.br/api/v2/deputados/178952,Walter Alves,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RN,56,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg,-0.2098108530044555,-0.0277070552110672,-0.1287793517112732,#006400,Walter,Masculino
456,204559,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,Zé Neto,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204559.jpg,-0.0169499553740024,-0.3766872584819793,0.0279529001563787,#FF0000,Zé,Masculino
457,160508,https://dadosabertos.camara.leg.br/api/v2/deputados/160508,Afonso Florence,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.leg.br/internet/deputado/bandep/160508.jpg,-0.064422994852066,-0.2560670971870422,0.2473706752061844,#FF0000,Afonso,Masculino
458,204423,https://dadosabertos.camara.leg.br/api/v2/deputados/204423,André Ferreira,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,PE,56,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg,0.0509131886065006,0.2741692662239074,0.0364854075014591,#FF1493,André,Masculino
459,74212,https://dadosabertos.camara.leg.br/api/v2/deputados/74212,Aníbal Gomes,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,CE,56,https://www.camara.leg.br/internet/deputado/bandep/74212.jpg,0.2624105811119079,0.0970113277435302,0.0809690058231353,#5C55FC,Aníbal,Masculino
460,141391,https://dadosabertos.camara.leg.br/api/v2/deputados/141391,Arnaldo Jardim,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,56,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg,0.2402209341526031,-0.0746904760599136,0.0638129338622093,#FFC0CB,Arnaldo,Masculino
461,160665,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,Augusto Coutinho,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,PE,56,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg,0.0878522098064422,0.1197737827897071,0.2061227858066558,#ADD8E6,Augusto,Masculino
462,73701,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,Benedita da Silva,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg,0.0457297824323177,-0.3594937324523926,0.0011617552954703,#FF0000,Benedita,Feminino
