Unnamed: 0,index,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores,top_1_deputy,top_2_deputy,top_3_deputy,top_4_deputy,top_5_deputy,top_6_deputy,top_7_deputy,top_8_deputy,top_9_deputy,top_10_deputy,distance,first_name,gender
411,411,204572,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,Capitão Alberto Neto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,AM,56,https://www.camara.gov.br/internet/deputado/bandep/204572.jpg,-0.1843937039375305,-0.3186169266700744,-0.2329693287611007,#8B0000,220.0,176.0,234.0,77.0,138.0,122.0,117.0,37.0,150.0,298.0,0.4356518015065277,Capitão,Masculino
412,412,160587,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,Fábio Trad,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,MS,56,https://www.camara.gov.br/internet/deputado/bandep/160587.jpg,0.0165809523314237,0.2074920982122421,-0.0894748717546463,#BDB76B,,,,,,,,,,,0.2265693083280391,Fábio,Masculino
413,413,204484,https://dadosabertos.camara.leg.br/api/v2/deputados/204484,General Peternelli,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,SP,56,https://www.camara.gov.br/internet/deputado/bandep/204484.jpg,0.132602572441101,-0.1288753300905227,-0.2436949461698532,#8B4513,77.0,37.0,234.0,99.0,220.0,138.0,150.0,194.0,332.0,384.0,0.3059076980277977,General,Masculino
414,414,204418,https://dadosabertos.camara.leg.br/api/v2/deputados/204418,Luizão Goulart,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204418.jpg,-0.0084136901423335,0.0590200386941432,0.2882926166057586,#ADD8E6,99.0,194.0,217.0,,,,,,,,0.2943922348477695,Luizão,Masculino
415,415,204554,https://dadosabertos.camara.leg.br/api/v2/deputados/204554,Abílio Santana,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204554.jpg,-0.2510275244712829,-0.3430425524711609,0.1645290106534958,#FF1493,421.0,,,,,,,,,,0.4558100549513227,Abílio,Masculino
416,416,204379,https://dadosabertos.camara.leg.br/api/v2/deputados/204379,Acácio Favacho,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AP,56,https://www.camara.gov.br/internet/deputado/bandep/204379.jpg,0.1160726249217987,-0.0235077887773513,0.289520114660263,#006400,,,,,,,,,,,0.3128056380283593,Acácio,Masculino
417,417,204560,https://dadosabertos.camara.leg.br/api/v2/deputados/204560,Adolfo Viana,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204560.jpg,-0.0879062041640281,0.0818299427628517,-0.3933229744434356,#0072C6,,,,,,,,,,,0.4112500486177854,Adolfo,Masculino
418,418,160508,https://dadosabertos.camara.leg.br/api/v2/deputados/160508,Afonso Florence,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.gov.br/internet/deputado/bandep/160508.jpg,0.3292845785617828,0.5405075550079346,-0.0142286159098148,#FF0000,320.0,367.0,,,,,,,,,0.6330712473410677,Afonso,Masculino
419,419,136811,https://dadosabertos.camara.leg.br/api/v2/deputados/136811,Afonso Hamm,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,56,https://www.camara.gov.br/internet/deputado/bandep/136811.jpg,0.3851577043533325,-0.2541343867778778,-0.12156692892313,#00BFFF,220.0,,,,,,,,,,0.4771889164403323,Afonso,Masculino
420,420,160527,https://dadosabertos.camara.leg.br/api/v2/deputados/160527,Aguinaldo Ribeiro,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PB,56,https://www.camara.gov.br/internet/deputado/bandep/160527.jpg,0.1345819532871246,0.0592542141675949,-0.2198681980371475,#00BFFF,,,,,,,,,,,0.2645097135367609,Aguinaldo,Masculino
421,421,178836,https://dadosabertos.camara.leg.br/api/v2/deputados/178836,Alan Rick,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,AC,56,https://www.camara.gov.br/internet/deputado/bandep/178836.jpg,0.1905544251203537,0.0204224605113267,-0.3226005434989929,#8B4513,99.0,138.0,415.0,210.0,150.0,37.0,194.0,423.0,351.0,117.0,0.3752321634563471,Alan,Masculino
422,422,178972,https://dadosabertos.camara.leg.br/api/v2/deputados/178972,Alex Manente,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,56,https://www.camara.gov.br/internet/deputado/bandep/178972.jpg,0.2348360866308212,-0.1909230649471283,0.0559963174164295,#FFC0CB,,,,,,,,,,,0.3077908248747604,Alex,Masculino
423,423,204356,https://dadosabertos.camara.leg.br/api/v2/deputados/204356,Amaro Neto,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,ES,56,https://www.camara.gov.br/internet/deputado/bandep/204356.jpg,-0.0809909626841545,-0.076384000480175,0.3010002672672272,#FF7F00,275.0,210.0,48.0,192.0,180.0,99.0,217.0,138.0,384.0,152.0,0.3209286719207302,Amaro,Masculino
424,424,178831,https://dadosabertos.camara.leg.br/api/v2/deputados/178831,André Abdon,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AP,56,https://www.camara.gov.br/internet/deputado/bandep/178831.jpg,0.2553460001945495,-0.1445109844207763,-0.1690746992826461,#00BFFF,2.0,37.0,72.0,88.0,184.0,194.0,217.0,322.0,351.0,,0.3386314491761418,André,Masculino
425,425,160553,https://dadosabertos.camara.leg.br/api/v2/deputados/160553,Antonio Brito,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.gov.br/internet/deputado/bandep/160553.jpg,0.1556184887886047,0.0419336445629596,-0.2595988810062408,#BDB76B,,,,,,,,,,,0.3055603436620565,Antonio,Masculino
426,426,204414,https://dadosabertos.camara.leg.br/api/v2/deputados/204414,Aroldo Martins,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204414.jpg,-0.1624032407999038,-0.0115738753229379,0.1218895390629768,#FF7F00,48.0,152.0,192.0,275.0,423.0,,,,,,0.2033859064568816,Aroldo,Masculino
427,427,74459,https://dadosabertos.camara.leg.br/api/v2/deputados/74459,Átila Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,https://www.camara.gov.br/internet/deputado/bandep/74459.jpg,0.0031048709060996,-0.1122533082962036,0.2646029889583587,#00BFFF,2.0,194.0,217.0,351.0,184.0,98.0,125.0,507.0,423.0,273.0,0.2874459726844044,Átila,Masculino
428,428,160665,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,Augusto Coutinho,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PE,56,https://www.camara.gov.br/internet/deputado/bandep/160665.jpg,-0.3147956430912018,0.069999374449253,0.1763370633125305,#FF7F00,210.0,275.0,,,,,,,,,0.3675472340124156,Augusto,Masculino
429,429,204499,https://dadosabertos.camara.leg.br/api/v2/deputados/204499,Cássio Andrade,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PA,56,https://www.camara.gov.br/internet/deputado/bandep/204499.jpg,0.4561431109905243,0.3025338053703308,-0.0467605367302894,#FFD700,,,,,,,,,,,0.5493448724537908,Cássio,Masculino
430,430,178876,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,Célio Silveira,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,GO,56,https://www.camara.gov.br/internet/deputado/bandep/178876.jpg,-0.1248566210269928,-0.0356536842882633,0.1790318787097931,#006400,217.0,194.0,351.0,135.0,184.0,275.0,72.0,423.0,273.0,322.0,0.2211623263848599,Célio,Masculino
431,431,204476,https://dadosabertos.camara.leg.br/api/v2/deputados/204476,Chiquinho Brazão,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/204476.jpg,-0.238651767373085,-0.0778516456484794,-0.0427911765873432,#8B4513,194.0,88.0,138.0,217.0,150.0,351.0,145.0,37.0,201.0,111.0,0.2546500139293196,Chiquinho,Masculino
432,432,74060,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,Daniel Almeida,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,56,https://www.camara.gov.br/internet/deputado/bandep/74060.jpg,-0.0493275038897991,0.3464269638061523,0.3162039816379547,#FF69B4,304.0,,,,,,,,,,0.4716246408910833,Daniel,Masculino
433,433,204450,https://dadosabertos.camara.leg.br/api/v2/deputados/204450,Doutor Luizinho,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/204450.jpg,-0.088155947625637,-0.2359811216592788,-0.2975562214851379,#00BFFF,,,,,,,,,,,0.3898695497546042,Doutor,Masculino
434,434,204518,https://dadosabertos.camara.leg.br/api/v2/deputados/204518,Dr. Frederico,PATRIOTA,https://dadosabertos.camara.leg.br/api/v2/partidos/37907,MG,56,https://www.camara.gov.br/internet/deputado/bandep/204518.jpg,0.0655229166150093,-0.3132266402244568,0.3211822509765625,#4B0082,,,,,,,,,,,0.4533896989240165,Dr.,Masculino
435,435,74655,https://dadosabertos.camara.leg.br/api/v2/deputados/74655,Eduardo Barbosa,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MG,56,https://www.camara.gov.br/internet/deputado/bandep/74655.jpg,0.0333990566432476,0.0521909147500991,0.0850404724478721,#0072C6,37.0,99.0,194.0,210.0,217.0,275.0,351.0,361.0,376.0,,0.1052201051190706,Eduardo,Masculino
436,436,178854,https://dadosabertos.camara.leg.br/api/v2/deputados/178854,Elmar Nascimento,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.gov.br/internet/deputado/bandep/178854.jpg,-0.0162941142916679,-0.1082812994718551,-0.4250380992889404,#8B4513,,,,,,,,,,,0.4389165340050641,Elmar,Masculino
437,437,161550,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,Emidinho Madeira,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MG,56,https://www.camara.gov.br/internet/deputado/bandep/161550.jpg,-0.3830226361751556,-0.2459869980812072,-0.0626664608716964,#8B0000,138.0,150.0,99.0,37.0,219.0,157.0,194.0,234.0,273.0,423.0,0.4595030232389698,Emidinho,Masculino
438,438,141427,https://dadosabertos.camara.leg.br/api/v2/deputados/141427,Fábio Ramalho,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,MG,56,https://www.camara.gov.br/internet/deputado/bandep/141427.jpg,0.0529722645878791,0.1460733562707901,-0.1337075233459472,#006400,,,,,,,,,,,0.2049907022942466,Fábio,Masculino
439,439,204411,https://dadosabertos.camara.leg.br/api/v2/deputados/204411,Filipe Barros,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204411.jpg,-0.2746038734912872,-0.288125991821289,-0.252463698387146,#8B0000,,,,,,,,,,,0.4713404220971676,Filipe,Feminino
440,440,141434,https://dadosabertos.camara.leg.br/api/v2/deputados/141434,Flaviano Melo,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AC,56,https://www.camara.gov.br/internet/deputado/bandep/141434.jpg,-0.3471599519252777,-0.0219255425035953,-0.1315771043300628,#006400,217.0,194.0,184.0,351.0,273.0,130.0,135.0,275.0,48.0,99.0,0.3719049556253886,Flaviano,Masculino
441,441,204494,https://dadosabertos.camara.leg.br/api/v2/deputados/204494,Fred Costa,PATRIOTA,https://dadosabertos.camara.leg.br/api/v2/partidos/37907,MG,56,https://www.camara.gov.br/internet/deputado/bandep/204494.jpg,0.024365983903408,-0.0543749891221523,0.4339969754219055,#4B0082,,,,,,,,,,,0.4380681628342527,Fred,Masculino
442,442,178966,https://dadosabertos.camara.leg.br/api/v2/deputados/178966,Geovania de Sá,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SC,56,https://www.camara.gov.br/internet/deputado/bandep/178966.jpg,0.0554021075367927,0.0274907276034355,-0.2776206433773041,#0072C6,,,,,,,,,,,0.2844263617404562,Geovania,Feminino
443,443,74383,https://dadosabertos.camara.leg.br/api/v2/deputados/74383,Giacobo,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PR,56,https://www.camara.gov.br/internet/deputado/bandep/74383.jpg,0.298633337020874,-0.1970837861299514,0.136085033416748,#8B0000,,,,,,,,,,,0.382809384753792,Giacobo,Masculino
444,444,74270,https://dadosabertos.camara.leg.br/api/v2/deputados/74270,Gilberto Nascimento,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,SP,56,https://www.camara.gov.br/internet/deputado/bandep/74270.jpg,-0.5234109163284302,-0.0505089722573757,-0.108501560986042,#FF1493,,,,,,,,,,,0.5369196702921872,Gilberto,Masculino
445,445,204419,https://dadosabertos.camara.leg.br/api/v2/deputados/204419,Glaustin da Fokus,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,GO,56,https://www.camara.gov.br/internet/deputado/bandep/204419.jpg,-0.1815928816795349,-0.1827266663312912,-0.092330664396286,#FF1493,,,,,,,,,,,0.2736603019312158,Glaustin,Masculino
446,446,107283,https://dadosabertos.camara.leg.br/api/v2/deputados/107283,Gleisi Hoffmann,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,56,https://www.camara.gov.br/internet/deputado/bandep/107283.jpg,-0.1192483752965927,0.7430872917175293,-0.032688919454813,#FF0000,,,,,,,,,,,0.7533043631747348,Gleisi,Masculino
447,447,198197,https://dadosabertos.camara.leg.br/api/v2/deputados/198197,Greyce Elias,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,56,https://www.camara.gov.br/internet/deputado/bandep/198197.jpg,-0.3366542756557464,0.0841153711080551,-0.0788784325122833,#DC143C,201.0,217.0,241.0,351.0,423.0,,,,,,0.355855734939787,Greyce,Feminino
448,448,73772,https://dadosabertos.camara.leg.br/api/v2/deputados/73772,Hermes Parcianello,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PR,56,https://www.camara.gov.br/internet/deputado/bandep/73772.jpg,-0.0950711891055107,0.1713187247514724,0.0564852021634578,#006400,,,,,,,,,,,0.2039098195572082,Hermes,Masculino
449,449,204564,https://dadosabertos.camara.leg.br/api/v2/deputados/204564,Igor Kannário,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204564.jpg,-0.4300004541873932,-0.2250839322805404,-0.149451807141304,#8B4513,,,,,,,,,,,0.5078375821362937,Igor,Masculino
450,450,204436,https://dadosabertos.camara.leg.br/api/v2/deputados/204436,Isnaldo Bulhões Jr.,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AL,56,https://www.camara.gov.br/internet/deputado/bandep/204436.jpg,0.3647272884845733,0.0745241940021514,-0.2903713583946228,#006400,,,,,,,,,,,0.4721179685554427,Isnaldo,Masculino
451,451,74848,https://dadosabertos.camara.leg.br/api/v2/deputados/74848,Jandira Feghali,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/74848.jpg,0.355979710817337,0.4789838194847107,0.1344461441040039,#FF69B4,17.0,155.0,54.0,305.0,475.0,469.0,183.0,134.0,114.0,260.0,0.6117375413575592,Jandira,Feminino
452,452,160570,https://dadosabertos.camara.leg.br/api/v2/deputados/160570,Jerônimo Goergen,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,56,https://www.camara.gov.br/internet/deputado/bandep/160570.jpg,0.4256004989147186,-0.1991151720285415,0.116913266479969,#00BFFF,,,,,,,,,,,0.4842017640275893,Jerônimo,Masculino
453,453,141458,https://dadosabertos.camara.leg.br/api/v2/deputados/141458,João Carlos Bacelar,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,BA,56,https://www.camara.gov.br/internet/deputado/bandep/141458.jpg,-0.1317559629678726,-0.1659184843301773,-0.0683210715651512,#8B0000,,,,,,,,,,,0.2226125469056612,João,Masculino
454,454,204576,https://dadosabertos.camara.leg.br/api/v2/deputados/204576,João Roma,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204576.jpg,0.0052339634858071,-0.3543918430805206,-0.2468879222869873,#8B0000,,,,,,,,,,,0.4319428422684702,João,Masculino
455,455,209189,https://dadosabertos.camara.leg.br/api/v2/deputados/209189,Joseildo Ramos,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.gov.br/internet/deputado/bandep/209189.jpg,-0.0242990776896476,0.5901119709014893,-0.0904917195439338,#FF0000,15.0,54.0,310.0,40.0,290.0,155.0,469.0,114.0,34.0,207.0,0.5975042549503942,Joseildo,Masculino
456,456,204574,https://dadosabertos.camara.leg.br/api/v2/deputados/204574,Junior Lourenço,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MA,56,https://www.camara.gov.br/internet/deputado/bandep/204574.jpg,-0.3887242972850799,-0.0834592208266258,-0.2701158225536346,#8B0000,,,,,,,,,,,0.4806605646759397,Junior,Masculino
457,457,92102,https://dadosabertos.camara.leg.br/api/v2/deputados/92102,Leur Lomanto Júnior,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.gov.br/internet/deputado/bandep/92102.jpg,0.2418540120124817,-0.1112838238477706,0.0897862166166305,#8B4513,194.0,217.0,322.0,351.0,,,,,,,0.2809608821011277,Leur,Masculino
458,458,178879,https://dadosabertos.camara.leg.br/api/v2/deputados/178879,Lucas Vergilio,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,GO,56,https://www.camara.gov.br/internet/deputado/bandep/178879.jpg,-0.5194826126098633,0.0053936121985316,-0.0467161536216735,#ADD8E6,,,,,,,,,,,0.5216068201871226,Lucas,Masculino
459,459,74478,https://dadosabertos.camara.leg.br/api/v2/deputados/74478,Luciano Bivar,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PE,56,https://www.camara.gov.br/internet/deputado/bandep/74478.jpg,0.0020820586942136,0.0071312002837657,-0.5127744078636169,#8B4513,,,,,,,,,,,0.5128282191394856,Luciano,Masculino
460,460,178954,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,Lucio Mosquini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RO,56,https://www.camara.gov.br/internet/deputado/bandep/178954.jpg,-0.1782488822937011,-0.0680729895830154,-0.3693233132362366,#006400,,,,,,,,,,,0.4156997782649329,Lucio,Masculino
461,461,160510,https://dadosabertos.camara.leg.br/api/v2/deputados/160510,Luis Tibé,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,56,https://www.camara.gov.br/internet/deputado/bandep/160510.jpg,0.2025373578071594,-0.2956589758396148,-0.3443048298358917,#DC143C,,,,,,,,,,,0.4969722599404896,Luis,Desconhecido
462,462,204410,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,Luisa Canziani,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204410.jpg,-0.3297244608402252,0.1066599711775779,0.0409860201179981,#BDB76B,,,,,,,,,,,0.3489619225260715,Luisa,Feminino
463,463,204471,https://dadosabertos.camara.leg.br/api/v2/deputados/204471,Mara Rocha,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AC,56,https://www.camara.gov.br/internet/deputado/bandep/204471.jpg,0.1673039942979812,-0.0311195906251668,-0.0459921024739742,#006400,99.0,37.0,138.0,275.0,423.0,117.0,157.0,150.0,220.0,332.0,0.1762791221861325,Mara,Feminino
464,464,92172,https://dadosabertos.camara.leg.br/api/v2/deputados/92172,Milton Coelho,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PE,56,https://www.camara.gov.br/internet/deputado/bandep/92172.jpg,-0.140789046883583,0.4524291157722473,0.2955198585987091,#FFD700,344.0,494.0,,,,,,,,,0.5584314168696514,Milton,Masculino
465,465,178997,https://dadosabertos.camara.leg.br/api/v2/deputados/178997,Moses Rodrigues,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,CE,56,https://www.camara.gov.br/internet/deputado/bandep/178997.jpg,-0.3048073053359985,0.0851037427783012,0.2807897627353668,#8B4513,,,,,,,,,,,0.423075680319788,Moses,Masculino
466,466,218879,https://dadosabertos.camara.leg.br/api/v2/deputados/218879,Nelho Bezerra,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,CE,56,https://www.camara.gov.br/internet/deputado/bandep/218879.jpg,-0.0793765857815742,0.0213757157325744,0.4202651977539062,#8B4513,,,,,,,,,,,0.4282293778298603,Nelho,Masculino
467,467,178896,https://dadosabertos.camara.leg.br/api/v2/deputados/178896,Newton Cardoso Jr,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,MG,56,https://www.camara.gov.br/internet/deputado/bandep/178896.jpg,-0.371017187833786,0.1302436143159866,0.0390013381838798,#006400,,,,,,,,,,,0.3951433374337921,Newton,Masculino
468,468,204475,https://dadosabertos.camara.leg.br/api/v2/deputados/204475,Ottaci Nascimento,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,RR,56,https://www.camara.gov.br/internet/deputado/bandep/204475.jpg,0.2266569137573242,-0.0652834400534629,-0.1500897407531738,#ADD8E6,196.0,217.0,,,,,,,,,0.2795750603658418,Ottaci,Masculino
469,469,160556,https://dadosabertos.camara.leg.br/api/v2/deputados/160556,Padre João,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.gov.br/internet/deputado/bandep/160556.jpg,-0.0749859139323234,0.4473932385444641,0.3716756403446197,#FF0000,54.0,15.0,34.0,181.0,40.0,354.0,310.0,137.0,267.0,260.0,0.5864523670419898,Padre,Feminino
470,470,74319,https://dadosabertos.camara.leg.br/api/v2/deputados/74319,Paes Landim,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PI,56,https://www.camara.gov.br/internet/deputado/bandep/74319.jpg,-0.1982460469007492,-0.4745623469352722,0.4100132286548614,#8B4513,,,,,,,,,,,0.6577398907717787,Paes,Masculino
471,471,204570,https://dadosabertos.camara.leg.br/api/v2/deputados/204570,Pastor Gil,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MA,56,https://www.camara.gov.br/internet/deputado/bandep/204570.jpg,0.2691248059272766,-0.3366049230098724,0.0231557004153728,#8B0000,,,,,,,,,,,0.4315868647463716,Pastor,Masculino
472,472,141518,https://dadosabertos.camara.leg.br/api/v2/deputados/141518,Paulinho da Força,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,SP,56,https://www.camara.gov.br/internet/deputado/bandep/141518.jpg,-0.0346431247889995,0.3112065196037292,-0.329845666885376,#ADD8E6,,,,,,,,,,,0.4548052417266878,Paulinho,Masculino
473,473,128760,https://dadosabertos.camara.leg.br/api/v2/deputados/128760,Paulo Marinho Jr,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MA,56,https://www.camara.gov.br/internet/deputado/bandep/128760.jpg,0.0005538024706766,-0.1579141914844513,0.5265668034553528,#8B0000,,,,,,,,,,,0.549736115850644,Paulo,Masculino
474,474,122158,https://dadosabertos.camara.leg.br/api/v2/deputados/122158,Pedro Paulo,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/122158.jpg,-0.3446565866470337,0.1168685480952262,-0.0149599537253379,#BDB76B,,,,,,,,,,,0.3642392352129774,Pedro,Masculino
475,475,73943,https://dadosabertos.camara.leg.br/api/v2/deputados/73943,Perpétua Almeida,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AC,56,https://www.camara.gov.br/internet/deputado/bandep/73943.jpg,0.1591771394014358,0.4692068099975586,-0.1358703970909118,#FF69B4,17.0,114.0,281.0,288.0,305.0,451.0,469.0,,,,0.5137637171519134,Perpétua,Feminino
476,476,204565,https://dadosabertos.camara.leg.br/api/v2/deputados/204565,Professora Dayane Pimentel,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204565.jpg,0.3142875432968139,-0.011596729978919,0.0429269783198833,#8B4513,,,,,,,,,,,0.3174175002822408,Professora,Feminino
477,477,160639,https://dadosabertos.camara.leg.br/api/v2/deputados/160639,Professora Dorinha Seabra Rezende,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,TO,56,https://www.camara.gov.br/internet/deputado/bandep/160639.jpg,-0.0389185361564159,0.0016941983485594,0.3646590411663055,#8B4513,,,,,,,,,,,0.3667338804486597,Professora,Feminino
478,478,74161,https://dadosabertos.camara.leg.br/api/v2/deputados/74161,Reginaldo Lopes,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.gov.br/internet/deputado/bandep/74161.jpg,0.2286780178546905,0.5492094159126282,0.1890977025032043,#FF0000,,,,,,,,,,,0.6242455922704067,Reginaldo,Masculino
479,479,178989,https://dadosabertos.camara.leg.br/api/v2/deputados/178989,Renata Abreu,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,56,https://www.camara.gov.br/internet/deputado/bandep/178989.jpg,-0.3450911343097687,0.1460157185792923,-0.1760018616914749,#228B22,,,,,,,,,,,0.4139868794663606,Renata,Feminino
480,480,73801,https://dadosabertos.camara.leg.br/api/v2/deputados/73801,Renildo Calheiros,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,PE,56,https://www.camara.gov.br/internet/deputado/bandep/73801.jpg,-0.0008035435457713,0.4609587490558624,-0.2355482131242752,#FF69B4,,,,,,,,,,,0.5176548799339329,Renildo,Masculino
481,481,213274,https://dadosabertos.camara.leg.br/api/v2/deputados/213274,Ricardo Silva,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,56,https://www.camara.gov.br/internet/deputado/bandep/213274.jpg,-0.1728161722421646,0.205778032541275,0.0705601349472999,#BDB76B,,,,,,,,,,,0.2778286535056683,Ricardo,Masculino
482,482,178920,https://dadosabertos.camara.leg.br/api/v2/deputados/178920,Ricardo Teobaldo,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,PE,56,https://www.camara.gov.br/internet/deputado/bandep/178920.jpg,-0.3687430024147033,0.0824198499321937,-0.0618940517306327,#228B22,,,,,,,,,,,0.3828776660139495,Ricardo,Masculino
483,483,152610,https://dadosabertos.camara.leg.br/api/v2/deputados/152610,Roberto Alves,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.gov.br/internet/deputado/bandep/152610.jpg,-0.0943829119205474,0.0116043481975793,0.2105939835309982,#FF7F00,245.0,275.0,423.0,48.0,210.0,192.0,180.0,96.0,346.0,217.0,0.2310684332814562,Roberto,Masculino
484,484,214477,https://dadosabertos.camara.leg.br/api/v2/deputados/214477,RRenato Queiroz,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RR,56,https://www.camara.gov.br/internet/deputado/bandep/214477.jpg,-0.033509686589241,-0.1524212062358856,0.5207253694534302,#BDB76B,,,,,,,,,,,0.5436083457767392,RRenato,Masculino
